transaction_amount,transaction_frequency,average_amount,amount_deviation,time_since_last_transaction,country_change,city_change,device_change,ip_change,merchant_frequency,transactions_last_hour,transactions_last_day,label,is_fraud
34.87,2.0,45.93086956521739,0.24081559243096912,389.2165893666667,0.0,0.0,0.0,0.0,7.0,0.0,2.0,NORMAL,0
26.82,0.0,45.47,0.41016054541455904,2348.3287020666667,0.0,0.0,0.0,0.0,7.0,0.0,0.0,SUSPICIOUS,0
173.85,0.0,0.0,0.0,10080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,0
571.09,1.0,173.85,2.2849582973828015,1270.1938330500002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,SUSPICIOUS,0
244.95,1.0,372.47,0.34236314334040335,1106.8434304500001,0.0,0.0,0.0,0.0,2.0,0.0,1.0,NORMAL,0
225.01,1.0,329.9633333333333,0.31807574578993625,1177.4405884166667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NORMAL,0
845.33,0.0,303.725,1.7832084945262985,2218.3930496333332,1.0,1.0,1.0,1.0,3.0,0.0,0.0,FRAUD,1
204.28,0.0,412.046,0.5042301102304112,2568.5777916166667,0.0,0.0,1.0,0.0,1.0,0.0,0.0,SUSPICIOUS,0
245.34,1.0,377.41833333333335,0.34995208676490724,972.0363085833334,0.0,0.0,0.0,0.0,4.0,0.0,1.0,NORMAL,0
1645.78,0.0,358.55,3.59009900990099,2648.7626178,1.0,1.0,1.0,1.0,0.0,0.0,0.0,FRAUD,1
206.58,1.0,519.45375,0.6023130066921261,753.6892462,0.0,0.0,0.0,0.0,5.0,0.0,1.0,NORMAL,0
158.14,0.0,484.69,0.6737296003631187,2193.7741804833336,0.0,0.0,0.0,0.0,2.0,0.0,0.0,NORMAL,0
888.52,1.0,452.035,0.9656000088488722,155.69403808333334,1.0,1.0,1.0,1.0,1.0,0.0,1.0,FRAUD,1
266.94,2.0,491.7154545454545,0.4571250556955519,64.57216978333334,0.0,0.0,0.0,0.0,2.0,0.0,2.0,NORMAL,0
259.75,2.0,472.9841666666667,0.4508272828019261,1342.5076684,0.0,0.0,0.0,0.0,3.0,0.0,2.0,NORMAL,0
215.06,0.0,456.5815384615385,0.5289778891966386,1751.22929745,0.0,0.0,0.0,0.0,6.0,0.0,0.0,SUSPICIOUS,0
1087.2,0.0,439.33,1.4746773496005283,1660.83979745,1.0,1.0,1.0,1.0,4.0,0.0,0.0,FRAUD,1
682.68,0.0,482.5213333333333,0.4148182740106828,2226.11006335,0.0,0.0,0.0,0.0,7.0,0.0,0.0,SUSPICIOUS,0
200.03,1.0,495.03125,0.5959244997159271,986.69839655,0.0,0.0,0.0,0.0,8.0,0.0,1.0,SUSPICIOUS,0
201.19,0.0,477.67823529411766,0.5788168998821506,1832.6715949333334,0.0,0.0,0.0,0.0,3.0,0.0,0.0,SUSPICIOUS,0
1875.77,0.0,462.31777777777774,3.057317477636835,1776.13210555,0.0,1.0,1.0,0.0,9.0,0.0,0.0,FRAUD,1
1677.75,1.0,536.71,2.125989826908386,711.5531159833333,0.0,0.0,1.0,1.0,4.0,0.0,1.0,FRAUD,1
168.66,1.0,593.762,0.7159467934963841,940.0907185166667,0.0,0.0,0.0,0.0,10.0,0.0,1.0,NORMAL,0
222.07,1.0,573.5190476190476,0.612794028512359,809.7384946166666,0.0,0.0,0.0,0.0,5.0,0.0,1.0,NORMAL,0
205.22,0.0,557.5440909090909,0.6319214868453126,2075.4945846333335,0.0,0.0,0.0,0.0,6.0,0.0,0.0,NORMAL,0
218.04,0.0,542.2256521739131,0.597879592885683,2051.8350762,0.0,0.0,0.0,0.0,11.0,0.0,0.0,NORMAL,0
256.92,1.0,528.7179166666666,0.5140698056540861,886.0361306,0.0,0.0,0.0,0.0,12.0,0.0,1.0,NORMAL,0
46.2,0.0,0.0,0.0,10080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,0
49.75,1.0,46.2,0.07683982683982678,559.4872593833334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NORMAL,0
44.35,0.0,47.975,0.07556018759770713,2128.7497741833336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NORMAL,0
153.95,1.0,46.76666666666667,2.291874554526015,874.71705015,0.0,0.0,0.0,0.0,2.0,0.0,1.0,SUSPICIOUS,0
39.25,0.0,73.5625,0.46644010195412067,2010.3775872166666,0.0,0.0,0.0,0.0,3.0,0.0,0.0,NORMAL,0
42.73,1.0,66.7,0.3593703148425788,1271.90732585,0.0,0.0,0.0,0.0,1.0,0.0,1.0,NORMAL,0
44.65,1.0,62.705000000000005,0.28793557132605063,333.88644245,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NORMAL,0
44.56,2.0,60.12571428571429,0.2588861433187607,434.7938577833333,0.0,0.0,0.0,0.0,4.0,0.0,2.0,NORMAL,0
51.12,3.0,58.18,0.121347542110691,346.42978980000004,0.0,0.0,0.0,0.0,0.0,0.0,3.0,SUSPICIOUS,0
43.06,2.0,57.395555555555546,0.24976769397553028,883.6628221666667,0.0,0.0,0.0,0.0,1.0,0.0,2.0,NORMAL,0
42.4,1.0,55.962,0.24234301847682363,612.4864113,0.0,0.0,0.0,0.0,5.0,0.0,1.0,NORMAL,0
44.93,1.0,54.72909090909091,0.1790472077339623,1180.0795038166666,0.0,0.0,0.0,0.0,6.0,0.0,1.0,NORMAL,0
46.8,1.0,53.9125,0.13192673313239053,671.2626981166667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SUSPICIOUS,0
247.28,0.0,53.36538461538461,3.6337153153153157,1906.2400651666665,1.0,1.0,1.0,1.0,2.0,0.0,0.0,FRAUD,1
40.44,1.0,67.21642857142857,0.3983613699882044,177.3997255666667,0.0,0.0,1.0,0.0,7.0,0.0,1.0,SUSPICIOUS,0
47.38,0.0,65.43133333333334,0.27588209522451024,2715.2515159000004,0.0,0.0,0.0,0.0,8.0,0.0,0.0,NORMAL,0
61.12,0.0,64.303125,0.049501871021042865,1724.7573667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,SUSPICIOUS,0
315.43,0.0,64.11588235294118,3.9196858629136577,2738.5597624166667,1.0,1.0,1.0,1.0,9.0,0.0,0.0,FRAUD,1
42.62,0.0,78.07777777777778,0.4541340543617476,2871.2212949500004,0.0,0.0,0.0,0.0,2.0,0.0,0.0,NORMAL,0
51.33,0.0,76.21157894736842,0.32648029723346367,1931.9637063666667,0.0,0.0,0.0,0.0,3.0,0.0,0.0,SUSPICIOUS,0
454.03,1.0,74.9675,5.056357755027179,834.3379438666667,1.0,1.0,1.0,1.0,10.0,0.0,1.0,FRAUD,1
51.86,1.0,93.01809523809523,0.4424740705853443,1193.6735184833333,0.0,0.0,0.0,0.0,4.0,0.0,1.0,NORMAL,0
36.3,1.0,91.14727272727272,0.6017434322076161,1276.42570675,0.0,0.0,0.0,0.0,3.0,0.0,1.0,NORMAL,0
337.71,1.0,88.76260869565218,2.8046425737433505,354.9785635833333,1.0,1.0,1.0,1.0,4.0,0.0,1.0,FRAUD,1
383.69,0.0,99.13541666666667,2.870362509194073,2857.747018616667,0.0,0.0,1.0,1.0,5.0,0.0,0.0,FRAUD,1
186.7,0.0,0.0,0.0,10080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,0
229.71,0.0,186.7,0.23036957686127488,2655.4490629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,0
156.22,1.0,208.20499999999998,0.24968180399125856,982.8014487166668,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SUSPICIOUS,0
190.95,0.0,190.87666666666667,0.00038419223582412807,2412.9058015666665,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NORMAL,0
213.19,0.0,190.89499999999998,0.1167919536918202,1592.2106566666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NORMAL,0
273.1,0.0,195.35399999999998,0.3979749582808647,2824.74629045,0.0,0.0,0.0,0.0,2.0,0.0,0.0,NORMAL,0
592.98,0.0,208.31166666666664,1.8466000464048267,2032.8249300666669,0.0,0.0,0.0,0.0,3.0,0.0,0.0,SUSPICIOUS,0
184.43,0.0,263.2642857142857,0.29944922267140556,2780.4262181666663,0.0,0.0,0.0,0.0,2.0,0.0,0.0,NORMAL,0
214.56,0.0,253.41,0.15330886705339172,2082.303560433333,0.0,0.0,0.0,0.0,4.0,0.0,0.0,NORMAL,0
259.77,0.0,249.09333333333336,0.042862113264104294,2252.1036871166666,0.0,0.0,0.0,0.0,5.0,0.0,0.0,NORMAL,0
168.07,1.0,250.161,0.32815266968072565,1098.1470084833334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NORMAL,0
297.68,2.0,242.6981818181818,0.22654400527404042,202.6412274,0.0,0.0,0.0,0.0,1.0,0.0,2.0,NORMAL,0
269.74,0.0,247.28,0.09082821093497254,2191.3024976666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,SUSPICIOUS,0
207.38,0.0,249.0076923076923,0.1671743226962405,2602.4407543333336,0.0,0.0,0.0,0.0,6.0,0.0,0.0,NORMAL,0
233.62,0.0,246.03428571428572,0.05045754366406539,1532.5719983666668,0.0,0.0,0.0,0.0,3.0,0.0,0.0,NORMAL,0
243.37,1.0,245.20666666666665,0.007490280307767509,232.9550398,0.0,0.0,1.0,0.0,2.0,0.0,1.0,SUSPICIOUS,0
249.28,1.0,245.09187500000002,0.01708797976269097,1326.8056146333333,0.0,0.0,0.0,0.0,3.0,0.0,1.0,NORMAL,0
269.7,0.0,245.33823529411765,0.0992986872864592,1576.9230474666665,0.0,0.0,0.0,0.0,4.0,0.0,0.0,NORMAL,0
208.52,1.0,246.69166666666666,0.15473431746782415,1318.9461256,0.0,0.0,0.0,0.0,4.0,0.0,1.0,NORMAL,0
268.49,1.0,244.6826315789474,0.09729897160016082,687.7291873333332,0.0,0.0,0.0,0.0,5.0,0.0,1.0,NORMAL,0
213.8,1.0,245.873,0.13044539254005108,794.8566126333334,0.0,0.0,0.0,0.0,7.0,0.0,1.0,NORMAL,0
229.72,0.0,244.3457142857143,0.059856643397528185,2235.479575383333,0.0,0.0,0.0,0.0,5.0,0.0,0.0,NORMAL,0
243.86,0.0,243.68090909090913,0.0007349402534610356,2177.529228433333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SUSPICIOUS,0
245.29,1.0,243.68869565217392,0.006571106400896309,893.8731084833333,0.0,0.0,0.0,0.0,6.0,0.0,1.0,NORMAL,0
204.67,1.0,243.75541666666666,0.160346864086781,1200.1558904833332,0.0,0.0,0.0,0.0,7.0,0.0,1.0,NORMAL,0
1577.02,0.0,0.0,0.0,10080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRAUD,1
187.16,0.0,1577.02,0.8813204651811645,2278.4199777166664,1.0,1.0,1.0,1.0,0.0,0.0,0.0,NORMAL,0
170.73,0.0,882.09,0.8064483215998367,1939.7087695,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NORMAL,0
810.13,0.0,644.9699999999999,0.25607392591903516,1786.5776958833333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,FRAUD,1
890.54,1.0,686.26,0.2976714364817999,407.71913394999996,0.0,0.0,1.0,1.0,2.0,0.0,1.0,FRAUD,1
218.23,0.0,727.116,0.6998690717849696,1694.0161531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SUSPICIOUS,0
165.84,0.0,642.3016666666666,0.7418035658218749,2704.8385108666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NORMAL,0
1181.87,1.0,574.2357142857143,1.0581617802544996,1048.3596753833333,0.0,1.0,1.0,0.0,3.0,0.0,1.0,FRAUD,1
185.57,0.0,650.1899999999999,0.7145911195189099,1910.7973531833334,0.0,0.0,0.0,0.0,2.0,0.0,0.0,NORMAL,0
199.37,0.0,598.5655555555555,0.6669203596004522,1628.5971027666667,0.0,0.0,0.0,0.0,4.0,0.0,0.0,NORMAL,0
219.47,1.0,558.646,0.6071394049183203,950.2801565666667,0.0,0.0,0.0,0.0,5.0,0.0,1.0,NORMAL,0
182.28,0.0,527.8118181818181,0.6546496426929019,2300.9287289,0.0,0.0,0.0,0.0,6.0,0.0,0.0,NORMAL,0
183.6,1.0,499.0175,0.6320770313666355,1035.5883104666666,0.0,0.0,1.0,0.0,7.0,0.0,1.0,SUSPICIOUS,0
199.37,0.0,474.75461538461536,0.5800567418634079,1517.96980345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SUSPICIOUS,0
180.65,1.0,455.08428571428567,0.6030405670535128,319.42122475,0.0,0.0,0.0,0.0,3.0,0.0,1.0,NORMAL,0
179.52,0.0,436.78866666666664,0.5890003251000101,2875.9383341333332,0.0,0.0,0.0,0.0,1.0,0.0,0.0,SUSPICIOUS,0
178.84,1.0,420.70937499999997,0.5749084507565346,217.21231711666667,0.0,0.0,0.0,0.0,8.0,0.0,1.0,NORMAL,0
223.8,0.0,406.4817647058823,0.44942179592746356,1581.97639145,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NORMAL,0
165.92,0.0,396.3327777777778,0.5813619026659695,1745.9965988666665,0.0,0.0,0.0,0.0,4.0,0.0,0.0,NORMAL,0
190.98,1.0,384.2057894736842,0.5029226387722588,980.0894725333333,0.0,0.0,0.0,0.0,5.0,0.0,1.0,NORMAL,0
194.15,1.0,374.54449999999997,0.4816370284438831,1232.5197540000001,0.0,0.0,0.0,0.0,2.0,0.0,1.0,NORMAL,0
180.18,0.0,365.95428571428573,0.5076434215046376,2396.5124074833334,0.0,0.0,0.0,0.0,9.0,0.0,0.0,NORMAL,0
160.11,0.0,357.51,0.5521523873458084,1605.0094941666669,0.0,0.0,0.0,0.0,6.0,0.0,0.0,NORMAL,0
217.65,0.0,348.92739130434785,0.37623125778005395,2162.316935216667,0.0,0.0,0.0,0.0,3.0,0.0,0.0,SUSPICIOUS,0
131.53,1.0,343.4575,0.617041409781414,1016.6311376833333,0.0,0.0,0.0,0.0,4.0,0.0,1.0,NORMAL,0
65.59,0.0,0.0,0.0,10080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,0
371.9,0.0,65.59,4.670071657264826,2434.97593365,1.0,1.0,1.0,1.0,0.0,0.0,0.0,FRAUD,1
76.98,0.0,218.745,0.6480833847630803,2505.9854185833333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NORMAL,0
395.18,0.0,171.49,1.3043909265846405,2135.5450759,1.0,1.0,1.0,1.0,1.0,0.0,0.0,FRAUD,1
67.73,1.0,227.4125,0.7021711647336888,157.19776715,0.0,0.0,0.0,0.0,2.0,0.0,1.0,NORMAL,0
65.98,2.0,195.476,0.6624649573349157,1279.5066882333333,0.0,0.0,0.0,0.0,3.0,0.0,2.0,NORMAL,0
74.68,1.0,173.89333333333332,0.5705413280171752,998.02678665,0.0,0.0,0.0,0.0,2.0,0.0,1.0,NORMAL,0
306.43,1.0,159.72,0.9185449536689206,639.7699836333334,0.0,0.0,1.0,1.0,3.0,0.0,1.0,FRAUD,1
69.76,2.0,178.05875,0.6082191973154928,28.215751483333335,0.0,0.0,0.0,0.0,0.0,1.0,2.0,SUSPICIOUS,0
65.34,3.0,166.02555555555557,0.6064461294445969,667.3381979999999,0.0,0.0,0.0,0.0,4.0,0.0,3.0,NORMAL,0
408.28,4.0,155.957,1.6179010881204434,59.863176149999994,0.0,0.0,1.0,1.0,0.0,1.0,4.0,FRAUD,1
576.02,2.0,178.89545454545453,2.2198694006148845,1170.0628505,1.0,1.0,1.0,1.0,1.0,0.0,2.0,FRAUD,1
166.1,2.0,211.98916666666665,0.2164693950555649,232.0317294333333,0.0,0.0,0.0,0.0,5.0,0.0,2.0,SUSPICIOUS,0
61.03,0.0,208.45923076923074,0.7072329213976538,1825.8876928666666,0.0,0.0,0.0,0.0,6.0,0.0,0.0,NORMAL,0
46.09,0.0,197.92857142857142,0.7671382172500902,2348.4163545333336,0.0,0.0,0.0,0.0,4.0,0.0,0.0,NORMAL,0
47.57,1.0,187.806,0.7467067079859004,504.6361905,0.0,0.0,0.0,0.0,2.0,0.0,1.0,NORMAL,0
64.12,0.0,179.04125,0.6418702394001382,2189.886927966667,0.0,0.0,0.0,0.0,5.0,0.0,0.0,NORMAL,0
74.17,1.0,172.28117647058824,0.5694828563429141,1269.8783341666667,0.0,0.0,0.0,0.0,3.0,0.0,1.0,NORMAL,0
67.45,1.0,166.83055555555555,0.5956975640620057,898.1121626500001,0.0,0.0,0.0,0.0,7.0,0.0,1.0,NORMAL,0
42.81,2.0,161.6,0.7350866336633664,226.52489736666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,SUSPICIOUS,0
52.09,1.0,155.6605,0.665361475775807,1298.5346643,0.0,0.0,1.0,0.0,4.0,0.0,1.0,SUSPICIOUS,0
500.41,0.0,150.72857142857143,2.3199412377973654,1446.9296255833333,1.0,1.0,1.0,1.0,8.0,0.0,0.0,FRAUD,1
63.09,1.0,166.62318181818182,0.6213612096974392,1268.8982295333333,0.0,0.0,0.0,0.0,9.0,0.0,1.0,NORMAL,0
61.41,0.0,162.1217391304348,0.6212105771293714,2644.150331916667,0.0,0.0,0.0,0.0,5.0,0.0,0.0,NORMAL,0
60.72,1.0,157.92541666666668,0.6155147076283373,277.6100931666667,0.0,0.0,0.0,0.0,6.0,0.0,1.0,NORMAL,0
734.98,0.0,0.0,0.0,10080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRAUD,1
115.55,0.0,734.98,0.8427848376826581,2043.1889573,1.0,1.0,1.0,1.0,1.0,0.0,0.0,NORMAL,0
473.21,0.0,425.265,0.1127414670852292,1931.9145335833334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SUSPICIOUS,0
315.22,1.0,441.24666666666667,0.2856149999244564,988.1387599000001,0.0,0.0,0.0,0.0,2.0,0.0,1.0,SUSPICIOUS,0
132.46,0.0,409.74,0.6767218235954507,2432.8871890833334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NORMAL,0
133.4,1.0,354.284,0.623465919996387,472.29848755,0.0,0.0,1.0,0.0,3.0,0.0,1.0,SUSPICIOUS,0
357.22,1.0,317.46999999999997,0.12520868113522557,1052.9965162166668,0.0,0.0,0.0,0.0,2.0,0.0,1.0,SUSPICIOUS,0
107.61,0.0,323.1485714285714,0.6669952785980795,2329.9850055166667,0.0,0.0,0.0,0.0,3.0,0.0,0.0,NORMAL,0
599.22,0.0,296.20625,1.0229822969636866,2728.0521092833337,1.0,1.0,1.0,1.0,0.0,0.0,0.0,FRAUD,1
439.22,0.0,329.8744444444444,0.3314762855901406,1848.74855005,0.0,0.0,0.0,0.0,1.0,0.0,0.0,SUSPICIOUS,0
808.23,1.0,340.809,1.371504273654745,790.0021950333334,1.0,1.0,1.0,0.0,4.0,0.0,1.0,FRAUD,1
116.28,1.0,383.30181818181813,0.6966359289617486,1145.4086967666667,0.0,0.0,0.0,0.0,2.0,0.0,1.0,NORMAL,0
130.16,1.0,361.05,0.6394959146932558,651.3243922333334,0.0,0.0,0.0,0.0,5.0,0.0,1.0,NORMAL,0
131.82,0.0,343.2892307692308,0.6160089272109637,2390.7347899833335,0.0,0.0,0.0,0.0,3.0,0.0,0.0,NORMAL,0
1007.87,0.0,328.1842857142857,2.0710489315671947,1774.5108910833333,1.0,1.0,1.0,1.0,6.0,0.0,0.0,FRAUD,1
100.88,1.0,373.49666666666667,0.7299038813376291,834.0039352833334,0.0,0.0,0.0,0.0,4.0,0.0,1.0,NORMAL,0
117.81,0.0,356.458125,0.6694983457032997,1842.3472782666665,0.0,0.0,0.0,0.0,5.0,0.0,0.0,NORMAL,0
118.63,0.0,342.42,0.6535541148297412,1487.1898486166667,0.0,0.0,0.0,0.0,6.0,0.0,0.0,NORMAL,0
109.69,1.0,329.9872222222223,0.667593189635289,10.495901466666668,0.0,0.0,0.0,0.0,4.0,1.0,1.0,NORMAL,0
513.52,2.0,318.3926315789474,0.6128513950005454,1042.37519965,1.0,1.0,1.0,1.0,7.0,0.0,2.0,FRAUD,1
115.85,3.0,328.149,0.64695915574937,52.6801722,0.0,0.0,0.0,0.0,0.0,1.0,3.0,SUSPICIOUS,0
113.45,0.0,318.0395238095238,0.6432833295652083,2180.6952346000003,0.0,0.0,0.0,0.0,5.0,0.0,0.0,NORMAL,0
124.53,1.0,308.74,0.5966509036729934,509.20615115,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SUSPICIOUS,0
129.37,2.0,300.7308695652174,0.5698146978159007,112.29141303333334,0.0,0.0,0.0,0.0,8.0,0.0,2.0,NORMAL,0
120.75,0.0,293.59083333333336,0.5887133170029719,2688.5081963833336,0.0,0.0,0.0,0.0,7.0,0.0,0.0,NORMAL,0
202.41,0.0,0.0,0.0,10080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,0
212.84,0.0,202.41,0.05152907465046197,2303.3100907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,0
242.66,0.0,207.625,0.1687417218543046,1995.00484345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,0
248.3,1.0,219.3033333333333,0.13222173245580718,1226.0120266333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,NORMAL,0
242.35,1.0,226.5525,0.06972997428852025,855.6692144000001,0.0,0.0,0.0,0.0,1.0,0.0,1.0,NORMAL,0
186.19,1.0,229.712,0.18946332799331334,1281.7926872833334,0.0,0.0,0.0,0.0,2.0,0.0,1.0,NORMAL,0
178.54,1.0,222.45833333333334,0.19742273834051327,170.84707685,0.0,0.0,0.0,0.0,2.0,0.0,1.0,NORMAL,0
208.54,0.0,216.18428571428572,0.03536004334925897,2308.349833766667,0.0,0.0,0.0,0.0,3.0,0.0,0.0,NORMAL,0
191.81,1.0,215.22875,0.10880865126057736,368.78508985,0.0,0.0,0.0,0.0,3.0,0.0,1.0,NORMAL,0
184.71,0.0,212.62666666666667,0.13129428732676987,2734.7684795500004,0.0,0.0,0.0,0.0,4.0,0.0,0.0,NORMAL,0
265.45,0.0,209.83499999999998,0.265041580289275,1655.4511909333335,0.0,0.0,0.0,0.0,4.0,0.0,0.0,NORMAL,0
1055.78,1.0,214.8909090909091,3.9130975547846685,806.9543883499999,1.0,1.0,1.0,1.0,5.0,0.0,1.0,FRAUD,1
1079.96,1.0,284.965,2.789798747214571,826.7479465,1.0,1.0,1.0,1.0,1.0,0.0,1.0,FRAUD,1
2096.94,0.0,346.11846153846153,5.058445974477391,2056.2250764,1.0,1.0,1.0,1.0,5.0,0.0,0.0,FRAUD,1
932.66,1.0,471.1771428571429,0.9794253905113028,650.4704022166667,1.0,1.0,1.0,1.0,6.0,0.0,1.0,FRAUD,1
181.44,0.0,501.9426666666667,0.6385244529919752,2831.1763662666663,0.0,0.0,0.0,0.0,7.0,0.0,0.0,NORMAL,0
256.24,1.0,481.91125,0.4682838385698611,1381.6835259,0.0,0.0,0.0,0.0,2.0,0.0,1.0,NORMAL,0
206.79,0.0,468.6364705882353,0.5587411288318301,2800.6193483666666,0.0,0.0,0.0,0.0,6.0,0.0,0.0,NORMAL,0
222.4,0.0,454.08944444444444,0.5102286504983722,2388.700414666667,0.0,0.0,0.0,0.0,8.0,0.0,0.0,NORMAL,0
239.49,0.0,441.89526315789476,0.45803899709504875,1451.23052225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SUSPICIOUS,0
1161.49,1.0,431.775,1.690035319321406,1000.47033865,0.0,0.0,1.0,1.0,9.0,0.0,1.0,FRAUD,1
195.17,1.0,466.5233333333333,0.5816500782383162,876.31791795,0.0,0.0,0.0,0.0,3.0,0.0,1.0,NORMAL,0
879.97,0.0,454.1890909090909,0.9374529631230886,1745.1692212,0.0,0.0,0.0,0.0,4.0,0.0,0.0,SUSPICIOUS,0
198.95,0.0,472.70130434782607,0.579121110582747,2221.918287916667,0.0,0.0,0.0,0.0,7.0,0.0,0.0,NORMAL,0
194.04,0.0,461.295,0.5793581114037655,1808.4693656000002,0.0,0.0,0.0,0.0,5.0,0.0,0.0,NORMAL,0
117.42,0.0,0.0,0.0,10080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,0
108.15,1.0,117.42,0.0789473684210526,1397.7377479333334,0.0,0.0,0.0,0.0,1.0,0.0,1.0,NORMAL,0
473.4,1.0,112.785,3.1973666710998803,923.7153124666667,1.0,1.0,1.0,1.0,0.0,0.0,1.0,FRAUD,1
